"Region";"NewName";"speciesKey";"Realm";"FirstRecord"
"Norway";"Coreopsis tinctoria";3133950;"terrestrial";1933
"Slovakia";"Coreopsis tinctoria";3133950;"terrestrial";1980
"South Korea";"Coreopsis tinctoria";3133950;"terrestrial";1993
"Sweden";"Coreopsis tinctoria";3133950;"terrestrial";1926
"United Kingdom";"Coreopsis tinctoria";3133950;"terrestrial";1905
"United States";"Coreopsis tinctoria";3133950;"terrestrial";1905
"Canada";"Coreopsis tripteris";3133996;"terrestrial";1952
"Australia";"Delairea odorata";3134183;"terrestrial";1880
"Azores";"Delairea odorata";3134183;"terrestrial";1894
"Hawaiian Islands";"Delairea odorata";3134183;"terrestrial";1909
"Ireland";"Delairea odorata";3134183;"terrestrial";1939
"Italy";"Delairea odorata";3134183;"terrestrial";1854
"New Zealand";"Delairea odorata";3134183;"terrestrial";1869
"Portugal";"Delairea odorata";3134183;"terrestrial";1883
"Spain";"Delairea odorata";3134183;"terrestrial";1933
"United States";"Delairea odorata";3134183;"terrestrial";1892
"Australia";"Lapsana communis";3134857;"terrestrial";1912
"Austria";"Lapsana communis";3134857;"terrestrial";1999
"Azores";"Lapsana communis";3134857;"terrestrial";1970
"Chile";"Lapsana communis";3134857;"terrestrial";1885
"Hawaiian Islands";"Lapsana communis";3134857;"terrestrial";1909
"Mexico";"Lapsana communis";3134857;"terrestrial";1970
"New Zealand";"Lapsana communis";3134857;"terrestrial";1868
"Reunion";"Lapsana communis";3134857;"terrestrial";1978
"Russia";"Lapsana communis";3134857;"terrestrial";1965
"South Korea";"Lapsana communis";3134857;"terrestrial";1998
"Sweden";"Lapsana communis";3134857;"terrestrial";1700
"United Kingdom";"Lapsana communis";3134857;"terrestrial";1945
"United States";"Lapsana communis";3134857;"terrestrial";1881
"Belgium";"Catananche caerulea";3134867;"terrestrial";1850
"United Kingdom";"Catananche caerulea";3134867;"terrestrial";1988
"Canada";"Hieracium laevigatum";3135064;"terrestrial";1932
"New Zealand";"Hieracium lepidulum";3135425;"terrestrial";1941
"United Kingdom";"Hieracium tomentosum";3135701;"terrestrial";1954
"Belgium";"Hieracium amplexicaule";3136320;"terrestrial";1873
"Netherlands";"Hieracium amplexicaule";3136320;"terrestrial";1835
"United Kingdom";"Hieracium amplexicaule";3136320;"terrestrial";1820
"Canada";"Hieracium sabaudum";3136606;"terrestrial";1848
"New Zealand";"Hieracium sabaudum";3136606;"terrestrial";1903
"United States";"Hieracium sabaudum";3136606;"terrestrial";1931
"Belgium";"Anaphalis triplinervis";3136929;"terrestrial";2019
"Sweden";"Leontodon hispidus";3137498;"terrestrial";1684
"United States";"Leontodon hispidus";3137498;"terrestrial";1907
"Australia";"Leontodon saxatilis";3137517;"terrestrial";1890
"Chile";"Leontodon saxatilis";3137517;"terrestrial";1885
"Denmark";"Leontodon saxatilis";3137517;"terrestrial";1700
"Sweden";"Leontodon saxatilis";3137517;"terrestrial";1744
"United States";"Leontodon saxatilis";3137517;"terrestrial";1889
"Azores";"Galactites tomentosa";3137579;"terrestrial";1838
"Belgium";"Galactites tomentosa";3137579;"terrestrial";1912
"United Kingdom";"Galactites tomentosa";3137579;"terrestrial";1798
"Australia";"Rhodanthe corymbiflora";3137626;"terrestrial";1968
"Norway";"Rhodanthe chlorocephala";3137676;"terrestrial";1904
"Norway";"Eutrochium purpureum";3138192;"terrestrial";1979
"Belgium";"Eupatorium maculatum";3138195;"terrestrial";2004
"Belgium";"Eutrochium maculatum";3138195;"terrestrial";2009
"Canada";"Eutrochium fistulosum";3138201;"terrestrial";1960
"Australia";"Carthamus dentatus";3138215;"terrestrial";1907
"Australia";"Carthamus lanatus";3138230;"terrestrial";1872
"Belgium";"Carthamus lanatus";3138230;"terrestrial";1893
"Chile";"Carthamus lanatus";3138230;"terrestrial";1919
"Czech Republic";"Carthamus lanatus";3138230;"terrestrial";1958
"New Zealand";"Carthamus lanatus";3138230;"terrestrial";1931
"Norway";"Carthamus lanatus";3138230;"terrestrial";1891
"Poland";"Carthamus lanatus";3138230;"terrestrial";1929
"Sweden";"Carthamus lanatus";3138230;"terrestrial";1949
"United Kingdom";"Carthamus lanatus";3138230;"terrestrial";1876
"United States";"Carthamus lanatus";3138230;"terrestrial";1891
"Australia";"Carthamus tinctorius";3138327;"terrestrial";1851
"Austria";"Carthamus tinctorius";3138327;"terrestrial";1960
"Azores";"Carthamus tinctorius";3138327;"terrestrial";1984
"Belgium";"Carthamus tinctorius";3138327;"terrestrial";1893
"Canary Islands";"Carthamus tinctorius";3138327;"terrestrial";1945
"Chile";"Carthamus tinctorius";3138327;"terrestrial";1936
"Czech Republic";"Carthamus tinctorius";3138327;"terrestrial";1876
"Ireland";"Carthamus tinctorius";3138327;"terrestrial";1915
"Madeira";"Carthamus tinctorius";3138327;"terrestrial";1868
"Mexico";"Carthamus tinctorius";3138327;"terrestrial";1965
"New Zealand";"Carthamus tinctorius";3138327;"terrestrial";1954
"Norway";"Carthamus tinctorius";3138327;"terrestrial";1977
"Portugal";"Carthamus tinctorius";3138327;"terrestrial";1804
"Russia";"Carthamus tinctorius";3138327;"terrestrial";1936
"Slovakia";"Carthamus tinctorius";3138327;"terrestrial";1853
"Sweden";"Carthamus tinctorius";3138327;"terrestrial";1945
"United Kingdom";"Carthamus tinctorius";3138327;"terrestrial";1899
"United States";"Carthamus tinctorius";3138327;"terrestrial";1903
"United States";"Carthamus creticus";3138363;"terrestrial";1914
"United Kingdom";"Brachyglottis monroi";3138434;"terrestrial";1985
"Australia";"Elephantopus scaber";3138507;"terrestrial";1943
"Australia";"Vittadinia gracilis";3138899;"terrestrial";1974
"New Zealand";"Vittadinia gracilis";3138899;"terrestrial";1898
"Belgium";"Melampodium perfoliatum";3138953;"terrestrial";1909
"Mexico";"Melampodium strigosum";3138998;"terrestrial";1885
"Mexico";"Melampodium longicorne";3139002;"terrestrial";1851
"Belgium";"Melampodium montanum";3139003;"terrestrial";1995
"Australia";"Florestina tripteris";3139605;"terrestrial";1989
"Sweden";"Eurybia divaricata";3139628;"terrestrial";1957
"Norway";"Symphyotrichum cordifolium";3139628;"terrestrial";1910
"New Zealand";"Gamochaeta simplicicaulis";3139639;"terrestrial";1950
"United States";"Gamochaeta argyrinea";3139648;"terrestrial";1980
"Chile";"Gamochaeta stachydifolia";3139674;"terrestrial";1896
"Azores";"Plecostachys serpyllifolia";3139679;"terrestrial";1984
"United States";"Plecostachys serpyllifolia";3139679;"terrestrial";1997
"United States";"Gamochaeta stagnalis";3139714;"terrestrial";1995
"United States";"Gamochaeta chionesthes";3139726;"terrestrial";1949
"Taiwan";"Gynura bicolor";3139958;"terrestrial";1915
"Norway";"Lactuca plumieri";3140264;"terrestrial";1973
"United Kingdom";"Lactuca plumieri";3140264;"terrestrial";1917
"United States";"Lactuca canadensis";3140315;"terrestrial";1885
"United States";"Lactuca ludoviciana";3140324;"terrestrial";1891
"Chile";"Lactuca virosa";3140346;"terrestrial";1933
"New Zealand";"Lactuca virosa";3140346;"terrestrial";1927
"United States";"Lactuca virosa";3140346;"terrestrial";1903
"Puerto Rico";"Lactuca floridana";3140423;"terrestrial";1885
"Belgium";"Lactuca macrophylla";3140450;"terrestrial";1948
"Finland";"Lactuca macrophylla";3140450;"terrestrial";1700
"Ireland";"Lactuca macrophylla";3140450;"terrestrial";1905
"Norway";"Lactuca macrophylla";3140450;"terrestrial";1874
"Sweden";"Lactuca macrophylla";3140450;"terrestrial";1700
"United Kingdom";"Lactuca macrophylla";3140450;"terrestrial";1915
"Australia";"Lactuca saligna";3140467;"terrestrial";1880
"Azores";"Lactuca saligna";3140467;"terrestrial";1973
"Canada";"Lactuca saligna";3140467;"terrestrial";1963
"Lord Howe Island";"Lactuca saligna";3140467;"terrestrial";1962
"New Zealand";"Lactuca saligna";3140467;"terrestrial";1898
"United States";"Lactuca saligna";3140467;"terrestrial";1915
"Australia";"Lactuca serriola";3140490;"terrestrial";1899
"Azores";"Lactuca serriola";3140490;"terrestrial";1842
"Canada";"Lactuca serriola";3140490;"terrestrial";1891
"Chile";"Lactuca serriola";3140490;"terrestrial";1905
"Denmark";"Lactuca serriola";3140490;"terrestrial";1882
"Estonia";"Lactuca serriola";3140490;"terrestrial";1803
"Finland";"Lactuca serriola";3140490;"terrestrial";1700
"Hawaiian Islands";"Lactuca serriola";3140490;"terrestrial";1928
"Ireland";"Lactuca serriola";3140490;"terrestrial";1903
"Latvia";"Lactuca serriola";3140490;"terrestrial";1839
"Lithuania";"Lactuca serriola";3140490;"terrestrial";1926
"Mexico";"Lactuca serriola";3140490;"terrestrial";1940
"New Zealand";"Lactuca serriola";3140490;"terrestrial";1913
"Norway";"Lactuca serriola";3140490;"terrestrial";1884
"Russia";"Lactuca serriola";3140490;"terrestrial";1946
"South Korea";"Lactuca serriola";3140490;"terrestrial";1978
"Sweden";"Lactuca serriola";3140490;"terrestrial";1741
"United Kingdom";"Lactuca serriola";3140490;"terrestrial";1632
"United States";"Lactuca serriola";3140490;"terrestrial";1883
"Zimbabwe";"Lactuca serriola";3140490;"terrestrial";1977
"United States";"Lactuca biennis";3140515;"terrestrial";1904
"Poland";"Lactuca perennis";3140574;"terrestrial";1906
"Czech Republic";"Leontopodium nivale";3140685;"terrestrial";1888
"Australia";"Madia sativa";3140910;"terrestrial";1871
"Austria";"Madia sativa";3140910;"terrestrial";1880
"Canada";"Madia sativa";3140910;"terrestrial";1927
"New Zealand";"Madia sativa";3140910;"terrestrial";1878
"Norway";"Madia sativa";3140910;"terrestrial";1875
"United States";"Madia sativa";3140910;"terrestrial";1965
"Canada";"Madia glomerata";3140920;"terrestrial";1927
"United States";"Madia glomerata";3140920;"terrestrial";1895
"Australia";"Centromadia pungens";3141046;"terrestrial";1918
"United States";"Centromadia pungens";3141046;"terrestrial";1894
"Norway";"Hemizonia pungens";3141046;"terrestrial";1916
"Austria";"Glebionis segetum";3141101;"terrestrial";1780
"Azores";"Glebionis segetum";3141101;"terrestrial";1838
"Czech Republic";"Glebionis segetum";3141101;"terrestrial";1872
"Denmark";"Glebionis segetum";3141101;"terrestrial";1853
"Estonia";"Glebionis segetum";3141101;"terrestrial";1777
"Ireland";"Glebionis segetum";3141101;"terrestrial";1866
"New Zealand";"Glebionis segetum";3141101;"terrestrial";1869
"Sweden";"Glebionis segetum";3141101;"terrestrial";1600
"United Kingdom";"Glebionis segetum";3141101;"terrestrial";1570
"United States";"Glebionis segetum";3141101;"terrestrial";1887
"Australia";"Cineraria lyratiformis";3141203;"terrestrial";1984
"Australia";"Vellereophyton dealbatum";3141515;"terrestrial";1856
"New Zealand";"Vellereophyton dealbatum";3141515;"terrestrial";1961
"Australia";"Mantisalca salmantica";3141571;"terrestrial";1931
"Corse";"Mantisalca salmantica";3141571;"terrestrial";1851
"Norway";"Mantisalca salmantica";3141571;"terrestrial";1951
"Australia";"Roldana petasitis";3141665;"terrestrial";1962
"Azores";"Roldana petasitis";3141665;"terrestrial";1970
"Italy";"Roldana petasitis";3141665;"terrestrial";1842
"Lord Howe Island";"Roldana petasitis";3141665;"terrestrial";1962
"New Zealand";"Roldana petasitis";3141665;"terrestrial";1952
"Australia";"Helminthotheca echioides";3141855;"terrestrial";1874
"Austria";"Helminthotheca echioides";3141855;"terrestrial";1840
"Azores";"Helminthotheca echioides";3141855;"terrestrial";1838
"Belgium";"Helminthotheca echioides";3141855;"terrestrial";1995
"Canada";"Helminthotheca echioides";3141855;"terrestrial";1974
"Czech Republic";"Helminthotheca echioides";3141855;"terrestrial";1861
"Denmark";"Helminthotheca echioides";3141855;"terrestrial";1700
"Germany";"Helminthotheca echioides";3141855;"terrestrial";1860
"New Zealand";"Helminthotheca echioides";3141855;"terrestrial";1868
"Norway";"Helminthotheca echioides";3141855;"terrestrial";1882
"Poland";"Helminthotheca echioides";3141855;"terrestrial";1836
"Slovakia";"Helminthotheca echioides";3141855;"terrestrial";1992
"Sweden";"Helminthotheca echioides";3141855;"terrestrial";1700
"United Kingdom";"Helminthotheca echioides";3141855;"terrestrial";1548
"United States";"Helminthotheca echioides";3141855;"terrestrial";1891
"Austria";"Iva xanthiifolia";3141890;"terrestrial";1947
"Belgium";"Iva xanthiifolia";3141890;"terrestrial";1908
"Canada";"Iva xanthiifolia";3141890;"terrestrial";1912
"Czech Republic";"Iva xanthiifolia";3141890;"terrestrial";1947
"Estonia";"Iva xanthiifolia";3141890;"terrestrial";1958
"Germany";"Iva xanthiifolia";3141890;"terrestrial";1860
"Latvia";"Iva xanthiifolia";3141890;"terrestrial";1960
"New Zealand";"Iva xanthiifolia";3141890;"terrestrial";1974
"Norway";"Iva xanthiifolia";3141890;"terrestrial";1917
"Poland";"Iva xanthiifolia";3141890;"terrestrial";1928
"Russia";"Iva xanthiifolia";3141890;"terrestrial";1926
"Slovakia";"Iva xanthiifolia";3141890;"terrestrial";1934
"Ukraine";"Iva xanthiifolia";3141890;"terrestrial";1842
"United Kingdom";"Iva xanthiifolia";3141890;"terrestrial";1901
"Australia";"Rhaponticum repens";3142208;"terrestrial";1916
"Belgium";"Rhaponticum repens";3142208;"terrestrial";1950
"Germany";"Rhaponticum repens";3142208;"terrestrial";1918
"New Zealand";"Rhaponticum repens";3142208;"terrestrial";1955
"Russia";"Rhaponticum repens";3142208;"terrestrial";1990
"United Kingdom";"Rhaponticum repens";3142208;"terrestrial";1948
"United States";"Rhaponticum repens";3142208;"terrestrial";1914
"Czech Republic";"Rhaponticum carthamoides";3142238;"terrestrial";1991
"South Africa";"Campuloclinium macrocephalum";3142398;"terrestrial";1962
"Puerto Rico";"Ayapana triplinervis";3142644;"terrestrial";1887
"Austria";"Doronicum pardalianches";3142951;"terrestrial";1875
"Denmark";"Doronicum pardalianches";3142951;"terrestrial";1700
"Finland";"Doronicum pardalianches";3142951;"terrestrial";1700
"Norway";"Doronicum pardalianches";3142951;"terrestrial";1945
"Sweden";"Doronicum pardalianches";3142951;"terrestrial";1600
"United Kingdom";"Doronicum pardalianches";3142951;"terrestrial";1633
"United States";"Doronicum pardalianches";3142951;"terrestrial";2013
"Austria";"Doronicum orientale";3142967;"terrestrial";1865
"Estonia";"Doronicum orientale";3142967;"terrestrial";1957
"Norway";"Doronicum orientale";3142967;"terrestrial";1937
"Sweden";"Doronicum orientale";3142967;"terrestrial";1732
"Norway";"Doronicum x excelsum";3142974;"terrestrial";1971
"United Kingdom";"Doronicum x excelsum";3142974;"terrestrial";1916
"Belgium";"Doronicum columnae";3143034;"terrestrial";1867
"Norway";"Doronicum columnae";3143034;"terrestrial";1937
"Sweden";"Doronicum columnae";3143034;"terrestrial";1990
"United Kingdom";"Doronicum columnae";3143034;"terrestrial";1979
"Australia";"Thymophylla tenuiloba";3144442;"terrestrial";2004
"Australia";"Brachyscome diversifolia";3144570;"terrestrial";1973
"Norway";"Brachyscome iberidifolia";3144603;"terrestrial";2003
"Sweden";"Brachyscome iberidifolia";3144603;"terrestrial";1999
"Australia";"Brachyscome multifida";3144654;"terrestrial";1997
"Puerto Rico";"Launaea intybacea";3144674;"terrestrial";1885
"Australia";"Silybum marianum";3145214;"terrestrial";1857
"Austria";"Silybum marianum";3145214;"terrestrial";1830
"Azores";"Silybum marianum";3145214;"terrestrial";1937
"Belgium";"Silybum marianum";3145214;"terrestrial";1803
"Canada";"Silybum marianum";3145214;"terrestrial";1925
"Chile";"Silybum marianum";3145214;"terrestrial";1848
"China";"Silybum marianum";3145214;"terrestrial";1941
"Czech Republic";"Silybum marianum";3145214;"terrestrial";1872
"Denmark";"Silybum marianum";3145214;"terrestrial";1500
"Estonia";"Silybum marianum";3145214;"terrestrial";1791
"Ireland";"Silybum marianum";3145214;"terrestrial";1866
"Lithuania";"Silybum marianum";3145214;"terrestrial";1863
"Lord Howe Island";"Silybum marianum";3145214;"terrestrial";1978
"Mexico";"Silybum marianum";3145214;"terrestrial";1969
"New Zealand";"Silybum marianum";3145214;"terrestrial";1868
"Norway";"Silybum marianum";3145214;"terrestrial";1877
"Romania";"Silybum marianum";3145214;"terrestrial";1969
"Slovakia";"Silybum marianum";3145214;"terrestrial";1853
"Sweden";"Silybum marianum";3145214;"terrestrial";1604
"United Kingdom";"Silybum marianum";3145214;"terrestrial";1597
"United States";"Silybum marianum";3145214;"terrestrial";1862
"Australia";"Leiocarpa brevicompta";3145257;"terrestrial";1974
"Belgium";"Hemizonia fasciculata";3145375;"terrestrial";1922
"Australia";"Picnomon acarna";3146150;"terrestrial";1939
"Belgium";"Grindelia squarrosa";3146219;"terrestrial";1908
"Canada";"Grindelia squarrosa";3146219;"terrestrial";1916
"Latvia";"Grindelia squarrosa";3146219;"terrestrial";1960
"Russia";"Grindelia squarrosa";3146219;"terrestrial";1976
"Ukraine";"Grindelia squarrosa";3146219;"terrestrial";1949
"United States";"Grindelia squarrosa";3146219;"terrestrial";1937
"Poland";"Erigeron strigosus";3146632;"terrestrial";1888
"United States";"Erigeron strigosus";3146632;"terrestrial";1882
"Azores";"Erigeron sumatrensis";3146683;"terrestrial";1984
"Belgium";"Erigeron sumatrensis";3146683;"terrestrial";2002
"Israel";"Erigeron sumatrensis";3146683;"terrestrial";1957
"Italy";"Erigeron sumatrensis";3146683;"terrestrial";1910
"Lord Howe Island";"Erigeron sumatrensis";3146683;"terrestrial";1870
"New Zealand";"Erigeron sumatrensis";3146683;"terrestrial";1922
"Slovenia";"Erigeron sumatrensis";3146683;"terrestrial";1990
"South Korea";"Erigeron sumatrensis";3146683;"terrestrial";1949
"United States";"Erigeron sumatrensis";3146683;"terrestrial";1935
"Australia";"Erigeron bonariensis";3146717;"terrestrial";1842
"Azores";"Erigeron bonariensis";3146717;"terrestrial";1838
"Belgium";"Erigeron bonariensis";3146717;"terrestrial";1822
"Canary Islands";"Erigeron bonariensis";3146717;"terrestrial";1940
"Chile";"Erigeron bonariensis";3146717;"terrestrial";1848
"China";"Erigeron bonariensis";3146717;"terrestrial";1857
"Corse";"Erigeron bonariensis";3146717;"terrestrial";1834
"Ghana";"Erigeron bonariensis";3146717;"terrestrial";1934
"Hawaiian Islands";"Erigeron bonariensis";3146717;"terrestrial";1888
"Hong Kong";"Erigeron bonariensis";3146717;"terrestrial";1951
"Israel";"Erigeron bonariensis";3146717;"terrestrial";1896
"Italy";"Erigeron bonariensis";3146717;"terrestrial";1772
"Lord Howe Island";"Erigeron bonariensis";3146717;"terrestrial";1898
"New Zealand";"Erigeron bonariensis";3146717;"terrestrial";1882
